		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010110011   28   23   24   24   28   18   17   28  5.798467 0.669795 SUCCESS  64
010110111   31   27   16   23   31   21   17   26  9.967616 0.267306 SUCCESS  65
010111011   21   26   30   29   24   20   24   26  3.766189 0.877579 SUCCESS  66
010111111   24   29   35   27   23   29   19   23  8.249778 0.409459 SUCCESS  67
011000111   27   24   24   25   27   25   24   22  0.868042 0.998952 SUCCESS  68
011001111   19   14   24   31   28   30   24   23  9.637288 0.291412 SUCCESS  69
011010111   21   20   25   13   21   21   29   25  8.719784 0.366483 SUCCESS  70
011011111   30   32   24   17   16   17   21   31 13.746197 0.088625 SUCCESS  71
011101111   20   19   23   26   25   32   23   14  9.373158 0.311801 SUCCESS  72
011111111   20   33   26   28   23   24   24   24  4.715468 0.787509 SUCCESS  73
100000000   25   27   21   16   25   25   26   16  6.907283 0.546668 SUCCESS  74
100010000   17   35   22   22   19   25   18   32 13.000807 0.111822 SUCCESS  75
100100000   21   18   26   20   20   23   22   25  4.313647 0.827775 SUCCESS  76
100101000   24   21   20   16   24   28   19   29  6.992017 0.537494 SUCCESS  77
100110000   23   22   14   24   24   25   26   27  5.331771 0.721598 SUCCESS  78
100111000   23   22   39   19   27   28   33   33 17.699540 0.023595 SUCCESS  79
101000000   23   21   24   19   26   24   23   26  2.120507 0.977093 SUCCESS  80
101000100   22   28   22   20   26   23   24   22  2.298580 0.970463 SUCCESS  81
101001000   19   20   22   20   23   26   27   24  3.602680 0.891076 SUCCESS  82
101001100   23   25   32   20   28   23   26   26  4.215674 0.837159 SUCCESS  83
101010000   20   26   29   23   22   27   28   19  4.222955 0.836468 SUCCESS  84
101010100   25   29   25   31   26   25   24   24  2.911573 0.939784 SUCCESS  85
101011000   25   21   24   25   21   24   24   25  1.044790 0.997949 SUCCESS  86
101011100   21   19   25   17   39   27   29   37 21.002819 0.007140 FAILURE  87
101100000   28   15   29   25   28   32   33   21 11.825793 0.159147 SUCCESS  88
101100100   28   26   21   18   26   19   25   20  5.060360 0.751106 SUCCESS  89
101101000   21   23   22   23   29   28   19   24  3.586793 0.892350 SUCCESS  90
101101100   29   28   19   21   30   25   24   13 10.026532 0.263169 SUCCESS  91
101110000   34   23   25   25   31   25   25   32  8.344442 0.400567 SUCCESS  92
101110100   20   27   22   24   33   23   18   27  6.595491 0.580836 SUCCESS  93
101111000   27   29   24   22   20   24   28   22  3.053899 0.930930 SUCCESS  94
101111100   25   28   33   27   20   25   26   22  5.173558 0.738875 SUCCESS  95
110000000   28   21   18   25   24   29   30   21  5.511168 0.701802 SUCCESS  96
110000010   33   18   33   22   21   25   21   15 12.983596 0.112415 SUCCESS  97
110000100   21   25   25   30   26   30   37   24 10.021898 0.263492 SUCCESS  98
110001000   19   33   24   24   27   27   15   30 10.027856 0.263076 SUCCESS  99
110001010   21   18   29   23   28   30   27   19  6.604097 0.579886 SUCCESS 100
110010000   34   19   22   18   29   16   33   25 14.153976 0.077839 SUCCESS 101
110010010   25   28   19   24   28   27   24   17  4.968345 0.760954 SUCCESS 102
110010100   17   18   22   26   18   23   17   24  8.548993 0.381757 SUCCESS 103
110011000   18   26   15   32   22   22   17   30 12.169361 0.143806 SUCCESS 104
110011010   15   25   26   15   27   25   26   27  8.306047 0.404160 SUCCESS 105
110100000   27   23   21   17   23   19   25   25  4.526142 0.806812 SUCCESS 106
110100010   22   28   33   28   25   24   20   20  6.138725 0.631696 SUCCESS 107
110100100   27   23   17   24   20   32   23   28  6.595491 0.580836 SUCCESS 108
110101000   21   26   30   12   19   24   28   20 11.050615 0.198848 SUCCESS 109
110101010   24   31   21   32   30   25   24   24  6.148655 0.630585 SUCCESS 110
110101100   19   23   27   27   25   16   21   25  5.399293 0.714170 SUCCESS 111
110110000   24   18   32   31   28   27   25   23  6.970171 0.539854 SUCCESS 112
110110010   24   24   15   18   26   19   22   20  7.896943 0.443601 SUCCESS 113
110110100   15   22   20   28   28   21   15   24 10.143041 0.255130 SUCCESS 114
110111000   36   23   30   26   30   27   20   30 10.988389 0.202358 SUCCESS 115
110111010   28   26   26   29   27   23   23   27  2.403173 0.966093 SUCCESS 116
110111100   26   25   28   24   22   22   32   26  3.724485 0.881087 SUCCESS 117
111000000   27   31   23   25   25   26   28   20  3.724485 0.881087 SUCCESS 118
111000010   27   25   28   22   27   24   28   28  2.487906 0.962293 SUCCESS 119
111000100   27   25   29   22   28   31   21   32  6.776211 0.560959 SUCCESS 120
111000110   27   22   31   26   28   23   26   38 11.064517 0.198070 SUCCESS 121
111001000   28   22   24   24   31   24   28   21  3.698667 0.883236 SUCCESS 122
111001010   18   25   30   29   22   25   20   27  5.341701 0.720508 SUCCESS 123
111001100   20   20   17   35   22   25   25   32 11.442507 0.177864 SUCCESS 124
111010000   26   26   31   20   20   14   19   25  9.534019 0.299265 SUCCESS 125
111010010   35   20   20   21   23   30   25   23  8.400710 0.395338 SUCCESS 126
111010100   20   29   25   18   18   15   25   27  9.245396 0.322020 SUCCESS 127
111010110   21   20   28   27   25   18   28   26  4.553283 0.804079 SUCCESS 128
111011000   18   17   27   35   23   21   23   25  9.772332 0.281370 SUCCESS 129
111011010   17   30   18   26   25   20   14   26 11.016192 0.200783 SUCCESS 130
111011100   34   27   25   21   24   31   19   29  8.682051 0.369823 SUCCESS 131
111100000   21   30   19   23   18   30   33   20 10.154294 0.254363 SUCCESS 132
111100010   20   20   24   31   31   31   23   17  9.586978 0.295219 SUCCESS 133
111100100   24   28   25   24   27   27   32   21  4.089235 0.848984 SUCCESS 134
111100110   18   22   25   33   23   23   28   27  6.130119 0.632659 SUCCESS 135
111101000   31   30   22   23   23   18   21   23  5.891806 0.659350 SUCCESS 136
111101010   25   27   23   23   25   20   25   29  2.215171 0.973694 SUCCESS 137
111101100   16   16   22   26   23   22   27   23  7.025116 0.533925 SUCCESS 138
111101110   30   29   21   23   21   34   21   23  7.765871 0.456668 SUCCESS 139
111110000   22   36   28   25   21   31   27   15 12.875693 0.116199 SUCCESS 140
111110010   21   32   28   27   28   26   24   29  5.335743 0.721162 SUCCESS 141
111110100   34   30   21   16   21   23   22   26  9.637288 0.291412 SUCCESS 142
111110110   22   20   23   18   28   15   19   25  8.422555 0.393319 SUCCESS 143
111111000   17   32   26   27   22   23   24   20  6.315473 0.611940 SUCCESS 144
111111010   33   30   16   20   29   22   26   23  9.604189 0.293912 SUCCESS 145
111111100   20   26   25   32   18   27   22   20  6.476335 0.594034 SUCCESS 146
111111110   20   33   26   28   23   24   24   24  4.715468 0.787509 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   21   28   27   22   25   23   31   26  3.622540 0.889474 SUCCESS   0
000000011   20   25   25   26   22   25   32   21  4.155433 0.842834 SUCCESS   1
000000101   22   28   28   23   16   24   30   26  5.858707 0.663055 SUCCESS   2
000000111   18   37   28   24   28   26   40   34 23.895009 0.002387 FAILURE   3
000001001   22   30   32   21   27   22   21   20  6.349896 0.608101 SUCCESS   4
000001011   26   24   24   24   14   21   28   33  8.883293 0.352237 SUCCESS   5
000001101   29   22   20   21   19   22   25   17  6.262515 0.617852 SUCCESS   6
000001111   27   33   28   26   26   22   27   35  9.480399 0.303403 SUCCESS   7
000010001   16   21   33   25   23   35   20   23 12.374575 0.135257 SUCCESS   8
000010011   23   30   26   28   24   26   17   17  6.823874 0.555749 SUCCESS   9
000010101   29   28   20   24   19   28   20   22  5.120600 0.744612 SUCCESS  10
000010111   24   32   22   18   17   25   26   34 10.781851 0.214369 SUCCESS  11
000011001   19   17   24   25   31   23   25   30  6.849691 0.552933 SUCCESS  12
000011011   31   25   19   29   20   26   21   26  5.519774 0.700848 SUCCESS  13
000011101   19   27   25   19   22   25   28   28  4.129616 0.845244 SUCCESS  14
000011111   25   28   31   24   30   19   25   30  6.326727 0.610684 SUCCESS  15
000100011   21   28   27   29   31   23   18   28  6.435954 0.598520 SUCCESS  16
000100101   30   23   27   21   28   27   28   17  5.893130 0.659202 SUCCESS  17
000100111   15   23   22   33   37   23   20   26 14.942394 0.060275 SUCCESS  18
000101001   17   21   24   27   21   26   22   22  4.187208 0.839850 SUCCESS  19
000101011   22   24   20   26   21   24   21   12  8.676755 0.370294 SUCCESS  20
000101101   27   22   33   27   23   24   29   21  5.427759 0.711030 SUCCESS  21
000101111   26   23   22   17   11   24   26   34 14.381035 0.072359 SUCCESS  22
000110011   19   21   27   23   23   22   28   29  3.866810 0.868936 SUCCESS  23
000110101   24   17   18   20   22   26   36   13 16.439131 0.036509 SUCCESS  24
000110111   24   21   19   25   26   22   25   30  3.443143 0.903557 SUCCESS  25
000111001   18   26   23   23   29   33   28   23  6.672943 0.572295 SUCCESS  26
000111011   27   27   27   18   30   23   25   22  4.265984 0.832363 SUCCESS  27
000111101   28   27   20   24   19   26   21   28  4.044883 0.853051 SUCCESS  28
000111111   27   27   25   21   30   23   29   33  6.522011 0.588967 SUCCESS  29
001000011   26   19   24   26   27   16   30   25  6.078485 0.638441 SUCCESS  30
001000101   18   26   25   22   20   26   28   18  5.314560 0.723487 SUCCESS  31
001000111   17   30   20   27   26   25   19   26  6.222134 0.622365 SUCCESS  32
001001011   24   24   22   19   26   27   35   27  6.935749 0.543581 SUCCESS  33
001001101   21   29   19   16   28   24   15   25  9.923263 0.270453 SUCCESS  34
001001111   31   15   17   30   36   31   20   23 17.688286 0.023689 SUCCESS  35
001010011   18   25   20   30   14   29   14   20 14.777561 0.063618 SUCCESS  36
001010101   28   25   23   22   27   41   22   24 13.105400 0.108274 SUCCESS  37
001010111   26   24   23   24   21   21   24   15  4.932598 0.764755 SUCCESS  38
001011011   27   23   26   29   27   18   25   23  3.494778 0.899595 SUCCESS  39
001011101   28   26   24   31   24   23   24   29  3.504707 0.898824 SUCCESS  40
001011111   25   26   24   22   19   40   28   25 12.486449 0.130784 SUCCESS  41
001100101   19   18   20   35   20   25   17   21 12.193854 0.142762 SUCCESS  42
001100111   26   30   35   22   18   22   17   31 12.587070 0.126869 SUCCESS  43
001101011   26   20   24   22   25   26   26   25  1.426753 0.993858 SUCCESS  44
001101101   24   24   20   31   26   23   15   20  7.432895 0.490726 SUCCESS  45
001101111   20   23   27   24   21   27   24   29  2.875826 0.941907 SUCCESS  46
001110101   23   28   30   22   19   24   19   23  4.764455 0.782429 SUCCESS  47
001110111   29   23   31   19   22   25   24   22  4.570495 0.802340 SUCCESS  48
001111011   29   29   18   21   21   31   19   28  8.137904 0.420117 SUCCESS  49
001111101   34   23   23   23   32   21   22   16 10.323761 0.243033 SUCCESS  50
001111111   27   29   15   24   28   27   22   24  6.019568 0.645040 SUCCESS  51
010000011   29   27   21   24   24   20   15   25  6.263839 0.617704 SUCCESS  52
010000111   24   28   21   20   24   23   27   25  2.256875 0.972107 SUCCESS  53
010001011   27   27   29   25   22   20   34   30  7.784407 0.454808 SUCCESS  54
010001111   17   23   23   24   17   16   24   22  8.049199 0.428679 SUCCESS  55
010010011   36   26   27   21   22   24   22   23  7.164132 0.519032 SUCCESS  56
010010111   25   29   26   25   27   39   33   24 13.497292 0.095846 SUCCESS  57
010011011   17   20   17   22   28   23   22   25  6.592843 0.581129 SUCCESS  58
010011111   32   18   14   24   35   25   23   24 13.636970 0.091732 SUCCESS  59
010100011   21   18   24   20   23   25   26   22  3.500735 0.899133 SUCCESS  60
010100111   22   30   24   30   17   27   21   26  6.112908 0.634586 SUCCESS  61
010101011   33   24   22   21   29   39   21   22 14.537263 0.068793 SUCCESS  62
010101111   32   16   17   27   28   19   26   25  9.950405 0.268524 SUCCESS  63
010110011   21   20   24   26   22   31   20   32  6.782169 0.560307 SUCCESS  64
010110111   24   19   29   26   34   17   29   20 10.188717 0.252030 SUCCESS  65
010111011   23   23   32   25   27   30   30   19  6.809310 0.557340 SUCCESS  66
010111111   27   22   22   32   20   32   23   22  6.816592 0.556544 SUCCESS  67
011000111   35   14   29   21   41   30   28   18 26.019302 0.001042 FAILURE  68
011001111   20   27   29   21   22   26   23   25  2.943348 0.937862 SUCCESS  69
011010111   23   16   23   20   18   37   24   20 13.262289 0.103138 SUCCESS  70
011011111   20   21   32   30   25   25   23   28  5.749481 0.675270 SUCCESS  71
011101111   28   20   24   18   24   25   21   21  4.111081 0.846965 SUCCESS  72
011111111   26   21   18   24   28   26   22   27  3.527877 0.897015 SUCCESS  73
100000000   21   28   27   22   25   23   31   26  3.622540 0.889474 SUCCESS  74
100010000   16   25   24   31   23   24   26   28  5.604507 0.691436 SUCCESS  75
100100000   22   34   29   22   29   17   24   20  9.332777 0.315006 SUCCESS  76
100101000   24   24   28   27   22   18   28   30  4.706863 0.788398 SUCCESS  77
100110000   25   21   21   22   19   25   31   26  4.442733 0.815135 SUCCESS  78
100111000   20   34   35   37   24   24   15   33 23.105267 0.003232 FAILURE  79
101000000   19   21   29   18   21   26   28   34  9.408905 0.308983 SUCCESS  80
101000100   19   26   28   25   33   26   21   22  5.884525 0.660165 SUCCESS  81
101001000   20   29   30   20   26   21   25   19  5.713734 0.679262 SUCCESS  82
101001100   25   20   13   26   28   21   16   24 10.481974 0.232813 SUCCESS  83
101010000   25   26   26   21   26   24   15   24  4.586382 0.800730 SUCCESS  84
101010100   19   28   29   24   26   25   26   28  3.470284 0.901484 SUCCESS  85
101011000   21   26   23   17   20   31   22   26  6.018245 0.645188 SUCCESS  86
101011100   22   23   18   26   20   19   22   23  4.550635 0.804346 SUCCESS  87
101100000   25   25   27   23   22   24   30   20  2.799699 0.946292 SUCCESS  88
101100100   20   33   23   25   23   25   25   24  4.172645 0.841220 SUCCESS  89
101101000   29   22   32   28   23   25   25   22  4.495691 0.809864 SUCCESS  90
101101100   23   26   26   29   24   16   18   26  6.035456 0.643260 SUCCESS  91
101110000   23   29   26   21   18   26   22   25  3.680132 0.884769 SUCCESS  92
101110100   26   26   26   24   23   28   28   22  1.758405 0.987544 SUCCESS  93
101111000   31   21   24   24   17   20   29   20  7.204512 0.514737 SUCCESS  94
101111100   20   14   16   18   17   36   23   22 18.471408 0.017957 SUCCESS  95
110000000   26   26   28   27   18   27   33   21  6.698760 0.569455 SUCCESS  96
110000010   24   16   19   20   22   27   19   28  7.364049 0.497911 SUCCESS  97
110000100   28   30   24   20   26   27   19   21  4.824695 0.776138 SUCCESS  98
110001000   22   26   19   32   27   23   27   30  6.020892 0.644892 SUCCESS  99
110001010   27   19   28   37   20   22   29   13 16.263706 0.038757 SUCCESS 100
110010000   28   28   25   27   25   19   24   26  2.766600 0.948140 SUCCESS 101
110010010   22   33   18   20   30   24   23   24  7.358092 0.498535 SUCCESS 102
110010100   18   17   22   27   22   23   29   32  8.255736 0.408896 SUCCESS 103
110011000   29   25   20   23   26   26   27   25  2.334327 0.969009 SUCCESS 104
110011010   23   26   26   25   27   29   22   30  3.072434 0.929730 SUCCESS 105
110100000   17   18   28   15   21   30   25   21 10.668653 0.221190 SUCCESS 106
110100010   23   23   30   29   27   22   31   25  4.784314 0.780361 SUCCESS 107
